Zeit  1 - Langsame Messrate [s]	Kraft [kN]	DMS hinten [stra]	DMS vorn [stra]
33,4000015864149	-0,030589583673418	111,561477125622	-113,57003725972	
33,6000015959144	-4,08937504546429E-02	112,108611785807	-114,329546557739	
33,8000016054139	-4,02625004476249E-02	112,436172667891	-113,865202010609	
34,0000016149133	-0,042989583811277	112,385778686032	-114,009184815921	
34,2000016244128	-4,72187505249622E-02	112,270592441782	-114,30434956681	
34,4000016339123	-4,93812505490041E-02	112,195001468994	-114,484328073449	
34,6000016434118	-5,01895838913242E-02	112,180603188463	-114,585116037168	
34,8000016529113	-5,10520839009132E-02	112,21659888979	-114,664306580089	
35,0000016624108	-5,21083339126562E-02	112,076215654612	-114,815488525666	
35,2000016719103	-5,33541672598403E-02	112,06181737408	-114,916276489384	
35,4000016814098	-5,21708339133511E-02	112,126609636471	-114,696702711284	
35,6000016909093	-4,28583338098179E-02	112,212999319658	-113,526842418127	
35,8000017004088	-3,58604170653507E-02	112,076215654612	-112,529761491343	
36,0000017099082	-3,38875003767498E-02	111,813447034918	-111,917834568769	
36,2000017194077	-4,43916671601983E-02	110,841563099064	-112,227397600189	
36,4000017289072	-5,37958339314173E-02	110,150445633568	-112,57655590307	
36,6000017384067	-4,91562505465026E-02	110,031659819186	-111,813447034918	
36,8000017479062	-4,80375005340647E-02	109,941670565866	-111,453490021639	
37,0000017574057	-5,02208338916716E-02	109,848081742413	-111,586674116552	
37,2000017669052	-5,14416672385778E-02	109,819285181351	-111,680262940004	
37,4000017764047	-5,16458339075143E-02	109,794088190421	-111,741455632262	
37,6000017859042	-5,19291672439977E-02	109,700499366969	-111,817046605051	
37,8000017954037	-5,22666672477499E-02	109,729295928031	-111,784650473855	
38,0000018049032	-5,18250005761729E-02	109,758092489094	-111,791849614121	
38,2000018144026	-5,18666672433028E-02	109,732895498164	-111,809847464785	
38,4000018239021	-5,18666672433028E-02	109,700499366969	-111,831444885582	
38,6000018334016	-5,11250005683905E-02	109,678901946172	-111,791849614121	
38,8000018429011	-5,02250005583846E-02	109,761692059226	-111,676663369872	
39,0000018524006	-5,10645839010522E-02	109,761692059226	-111,719858211465	
39,2000018619001	-5,18645839099463E-02	109,682501516305	-111,784650473855	
39,4000018713996	-5,19541672442756E-02	109,704098937102	-111,770252193324	
39,6000018808991	-5,14083339048739E-02	109,725696357898	-111,701860360801	
39,8000018903986	-0,051152083902025	109,639306674711	-111,626269388013	
40,0000018998981	-0,050693750563596	109,632107534446	-111,53268056456	
40,2000019093975	-4,83687505377475E-02	109,848081742413	-111,410295180045	
40,400001918897	-4,35833338178782E-02	109,984865407459	-111,025141175836	
40,6000019283965	-4,67291671861858E-02	109,844482172281	-111,295108935796	
40,800001937896	-5,24937505836078E-02	109,722096787766	-111,759453482926	
41,0000019473955	-0,054362500604384	109,732895498164	-112,06181737408	
41,200001956895	-5,44229172717223E-02	109,855280882679	-112,159005767666	
41,4000019663945	-5,32312505918071E-02	109,974066697061	-112,198601039127	
41,600001975894	-5,16395839074448E-02	110,139646923169	-112,198601039127	
41,8000019853935	-4,96979172191914E-02	110,301627579145	-112,141007917002	
42,000001994893	-4,66562505187085E-02	110,521201357245	-112,101412645541	
42,2000020043924	-4,61750005133581E-02	110,305227149278	-111,784650473855	
42,4000020138919	-6,13958340159115E-02	108,994983620942	-112,17700361833	
42,6000020233914	-6,95895841070069E-02	108,483844662085	-112,565757192671	
42,8000020328909	-0,071445834127644	108,408253689297	-112,695341717452	
43,0000020423904	-0,071693750797067	108,462247241288	-112,864521513693	
43,2000020518899	-7,10229174562755E-02	108,933790928684	-113,390058753081	
43,4000020613894	-6,35500007065275E-02	109,358540204354	-114,005585245788	
43,6000020708889	-4,87270838750646E-02	109,628507964313	-115,01346488297	
43,8000020803884	5,8208333980474E-03	112,06181737408	-119,916079403833	
44,0000020898879	1,38062501534932E-02	112,439772238024	-120,549603747204	
44,2000020993873	-5,26125005849281E-02	109,38013762515	-114,696702711284	
44,4000021088868	-0,071879167465795	108,552236494608	-113,112891852856	
44,6000021183863	-7,30541674788583E-02	108,483844662085	-112,986906898208	
44,8000021278858	-7,26916674748281E-02	108,505442082882	-113,001305178739	
45,0000021373853	-7,27395841420275E-02	108,458647671156	-113,008504319005	
45,2000021468848	-7,25625008067254E-02	108,444249390624	-113,033701309934	
45,4000021563843	-7,28500008099218E-02	108,487444232218	-113,004904748872	
45,6000021658838	-7,26791674746892E-02	108,527039503679	-112,994106038474	
45,8000021753833	-0,072981250811381	108,505442082882	-112,997705608606	
46,0000021848828	-7,37812508202751E-02	108,455048101023	-113,022902599536	
46,2000021943823	-7,35375008175652E-02	108,411853259429	-113,058898300864	
46,4000022038817	-0,073616667485112	108,415452829562	-113,102093142457	
46,6000022133812	-7,38125008206225E-02	108,444249390624	-113,123690563254	
46,8000022228807	-7,39041674883083E-02	108,440649820492	-113,120090993121	
47,0000022323802	-7,38541674877524E-02	108,487444232218	-113,098493572325	
47,2000022418797	-7,39354174886557E-02	108,469446381554	-113,091294432059	
47,4000022513792	-0,073831250820831	108,480245091952	-113,066097441129	
47,6000022608787	-7,39208341551603E-02	108,469446381554	-113,051699160598	
47,8000022703782	-0,074020834156272	108,433450680226	-113,055298730731	
48,0000022798777	-7,33500008154806E-02	108,45144853089	-113,055298730731	
48,2000022893772	-7,32062508138824E-02	108,422651969828	-113,01570345927	
48,4000022988766	-7,35208341507132E-02	108,411853259429	-113,022902599536	
48,6000023083761	-0,073587500818121	108,404654119164	-113,019303029403	
48,8000023178756	-7,44729174946315E-02	108,357859707437	-113,048099590465	
49,0000023273751	-7,44812508280575E-02	108,332662716508	-113,058898300864	
49,2000023368746	-7,41625008245137E-02	108,383056698367	-113,066097441129	
49,4000023463741	-7,44000008271541E-02	108,411853259429	-113,058898300864	
49,6000023558736	-7,44437508276405E-02	108,397454978898	-113,022902599536	
49,8000023653731	-7,37333341530757E-02	108,3866562685	-112,994106038474	
50,0000023748726	-7,39416674887252E-02	108,339861856773	-113,022902599536	
50,2000023843721	-7,40666674901149E-02	108,357859707437	-113,022902599536	
50,4000023938715	-7,41479174910182E-02	108,397454978898	-113,004904748872	
50,600002403371	-7,41645841578702E-02	108,440649820492	-113,001305178739	
50,8000024128705	-7,37854174869881E-02	108,483844662085	-112,961709907278	
51,00000242237	-7,35395841509217E-02	108,444249390624	-112,986906898208	
51,2000024318695	-7,39833341558551E-02	108,411853259429	-113,012103889138	
51,400002441369	-0,073818750820692	108,501842512749	-112,994106038474	
51,6000024508685	-7,39687508223597E-02	108,47664552182	-112,997705608606	
51,800002460368	-7,39312508219427E-02	108,419052399695	-112,979707757942	
52,0000024698675	-7,38416674876134E-02	108,408253689297	-112,997705608606	
52,200002479367	-7,38479174876829E-02	108,336262286641	-113,022902599536	
52,4000024888664	-7,39812508224986E-02	108,347060997039	-113,058898300864	
