Zeit  1 - Standardmessrate [s]	Kraft [kN]	DMS hinten [stra]	DMS vorn [stra]
3,34000015864149	1,70416668561302E-03	-0,406751425005496	0,010798710398376	
3,36000015959144	1,22083334690615E-03	-0,374355293810368	0,01799785066396	
3,38000016054139	1,43750001598164E-04	-0,503939818590879	-7,19914026558399E-03	
3,40000016149133	6,12500006809569E-04	-0,345558732748032	0,028796561062336	
3,42000016244128	1,32083334801791E-03	-0,356357443146408	7,55909727886319E-02	
3,44000016339123	-5,83333339818637E-05	-0,374355293810368	0,01799785066396	
3,46000016434118	-9,29166676996829E-04	-0,385154004208744	0,014398280531168	
3,48000016529113	-1,14375001271583E-03	-0,349158302880824	0,014398280531168	
3,50000016624108	-8,83333343153936E-04	-0,30596346128732	0	
3,52000016719103	-5,83333339818637E-05	-0,381554434075952	0,025196990929544	
3,54000016814098	1,42916668255566E-03	-0,406751425005496	0,003599570132792	
3,56000016909093	7,70833341903199E-04	-0,32396131195128	-0,010798710398376	
3,58000017004088	-6,2500000694854E-06	-0,237571628764272	5,03939818590879E-02	
3,60000017099082	1,14166667935933E-03	-0,262768619693816	8,27901130542159E-02	
3,62000017194077	1,37291668193029E-03	-0,226772918365896	0,111586674116552	
3,64000017289072	9,00000010005897E-04	-0,367156153544784	5,75931221246719E-02	
3,66000017384067	3,68750004099638E-04	-0,449946266599	4,67944117262959E-02	
3,68000017479062	1,83333335371572E-04	-0,39595271460712	0,043194841593504	
3,70000017574057	7,50000008338247E-04	-0,320361741818488	5,03939818590879E-02	
3,72000017669052	5,31250005906259E-04	-0,230372488498688	0,010798710398376	
3,74000017764047	-4,16666671299026E-05	-0,208775067701936	0,032396131195128	
3,76000017859042	-3,66666670743143E-04	-0,32396131195128	0,032396131195128	
3,78000017954037	-1,17708334641975E-03	-0,442747126333416	0,01799785066396	
3,80000018049032	-4,58333338428929E-04	-0,554333800449967	8,99892533197999E-02	
3,82000018144026	-5,83333339818637E-05	-0,453545836731792	0,104387533850968	
3,84000018239021	1,52083335024145E-04	-0,424749275669456	0,122385384514928	
3,86000018334016	-2,22916669144979E-04	-0,334760022349656	0,12598495464772	
3,88000018429011	-6,60416674008957E-04	-0,435547986067832	8,99892533197999E-02	
3,90000018524006	-8,91666676579916E-04	-0,421149705536664	0,10798710398376	
3,92000018619001	-9,47916677205285E-04	-0,557933370582759	7,55909727886319E-02	
3,94000018713996	-1,12083334579438E-03	-0,43194841593504	6,47922623902559E-02	
3,96000018808991	1,95833335510542E-04	-0,3599570132792	0,01799785066396	
3,98000018903986	-1,45833334954659E-05	-0,453545836731792	0,043194841593504	
4,00000018998981	4,16666671299026E-04	-0,334760022349656	5,03939818590879E-02	
4,02000019093975	7,08333341208345E-04	-0,165580226108432	0,028796561062336	
4,0400001918897	-6,66666674078442E-05	-0,277166900224984	5,75931221246719E-02	
4,06000019283965	7,47916674981752E-04	-0,295164750888944	0,104387533850968	
4,0800001937896	6,58333340652462E-04	-0,280766470357776	8,99892533197999E-02	
4,10000019473955	3,54166670604172E-04	-0,277166900224984	8,27901130542159E-02	
4,1200001956895	7,50000008338247E-05	-0,284366040490568	8,99892533197999E-02	
4,14000019663945	2,29166669214464E-05	-0,194376787170768	0,043194841593504	
4,1600001975894	1,08333334537747E-04	-0,460744976997375	6,11926922574639E-02	
4,18000019853935	1,77083335302086E-04	-0,385154004208744	6,47922623902559E-02	
4,2000001994893	-1,29166668102698E-04	-0,392353144474328	0,043194841593504	
4,22000020043924	2,3125000257096E-04	-0,388753574341536	6,47922623902559E-02	
4,24000020138919	2,50000002779416E-04	-0,32396131195128	7,91905429214239E-02	
4,26000020233914	8,14583342389597E-04	-0,248370339162648	6,47922623902559E-02	
4,28000020328909	9,5416667727477E-04	-0,298764321021736	0,028796561062336	
4,30000020423904	1,12500001250737E-03	-0,273567330092192	8,99892533197999E-02	
4,32000020518899	2,01666668908729E-03	-0,363556583411992	-0,010798710398376	
4,34000020613894	1,4958333499635E-03	-0,37795486394316	0,003599570132792	
4,36000020708889	4,39583338220473E-04	-0,421149705536664	5,39935519918799E-02	
4,38000020803884	6,87500007643393E-04	-0,374355293810368	0,010798710398376	
4,40000020898879	8,97916676649402E-04	-0,230372488498688	0,01799785066396	
4,42000020993873	1,1562500128548E-03	-0,19797635730356	0,014398280531168	
